date,trade,conf,n,risk_usd,spot_in,spot_out,iv_in,iv_out,fc_mean,fc_p95,fc_skew,fc_kurt,rv_cons,vrp_pct,regime,prob_turb,heston_v0,heston_kappa,heston_theta,heston_sv,heston_rho,pnl,capital,reason
2018-03-22,NO_TRADE,0.27,0,0.0,237.4,233.64,0.1652,0.2431,0.17201,0.2392,0.4749,0.1563,0.13583,-0.04122,1,0.7179,0.034299,29.5098,0.017979,1.3797,-0.0895,0.0,1000000.0,IV>5RV | k=0.2 | sk=0.5 | TURB_PENALTY
2018-03-23,SELL_STRADDLE,0.6,53,21436.91,234.08,228.66,0.2431,0.2622,0.17201,0.2392,0.4749,0.1563,0.13931,0.29243,1,0.7341,0.034299,29.5098,0.017979,1.3797,-0.0895,-8520.77,991479.23,VRP=+29.2% | IV>5RV | p95<IV | k=0.2 | sk=0.5 | TURB_PENALTY
2018-03-26,SELL_STRADDLE,0.6,91,39391.01,232.27,234.92,0.2622,0.2028,0.17201,0.2392,0.4749,0.1563,0.15033,0.34397,1,0.7346,0.034299,29.5098,0.017979,1.3797,-0.0895,7291.54,998770.77,VRP=+34.4% | IV>5RV | p95<IV | k=0.2 | sk=0.5 | TURB_PENALTY
2018-03-27,NO_TRADE,0.36,0,0.0,235.85,230.92,0.2028,0.2095,0.17201,0.2392,0.4749,0.1563,0.1642,0.15182,1,0.7406,0.034299,29.5098,0.017979,1.3797,-0.0895,0.0,998770.77,VRP=+15.2% | IV>4RV | k=0.2 | sk=0.5 | TURB_PENALTY
2018-03-28,NO_TRADE,0.36,0,0.0,231.05,230.24,0.2095,0.2294,0.17201,0.2392,0.4749,0.1563,0.17112,0.17895,1,0.7338,0.034299,29.5098,0.017979,1.3797,-0.0895,0.0,998770.77,VRP=+17.9% | IV>4RV | k=0.2 | sk=0.5 | TURB_PENALTY
2018-03-29,NO_TRADE,0.27,0,0.0,231.38,233.18,0.2294,0.1857,0.22832,0.29958,0.3637,-0.0884,0.1728,0.00472,1,0.9137,0.0622,26.6579,0.018954,1.3886,-0.0868,0.0,998770.77,IV>5RV | k=-0.1 | sk=0.4 | TURB_PENALTY
2018-04-02,NO_TRADE,0.09,0,0.0,232.65,228.15,0.1857,0.2531,0.22832,0.29958,0.3637,-0.0884,0.17729,-0.22949,1,0.9134,0.0622,26.6579,0.018954,1.3886,-0.0868,0.0,998770.77,k=-0.1 | sk=0.4 | TURB_PENALTY
2018-04-03,NO_TRADE,0.36,0,0.0,229.39,231.07,0.2531,0.2148,0.22832,0.29958,0.3637,-0.0884,0.18677,0.09792,1,0.9131,0.0622,26.6579,0.018954,1.3886,-0.0868,0.0,998770.77,VRP(w)=+9.8% | IV>5RV | k=-0.1 | sk=0.4 | TURB_PENALTY
2018-04-04,NO_TRADE,0.18,0,0.0,227.51,233.54,0.2148,0.1995,0.22832,0.29958,0.3637,-0.0884,0.18399,-0.06293,1,0.9142,0.0622,26.6579,0.018954,1.3886,-0.0868,0.0,998770.77,IV>4RV | k=-0.1 | sk=0.4 | TURB_PENALTY
2018-04-05,NO_TRADE,0.09,0,0.0,235.3,235.38,0.1995,0.1793,0.22832,0.29958,0.3637,-0.0884,0.19343,-0.14444,1,0.9122,0.0622,26.6579,0.018954,1.3886,-0.0868,0.0,998770.77,k=-0.1 | sk=0.4 | TURB_PENALTY
2018-04-06,NO_TRADE,0.09,0,0.0,233.42,230.14,0.1793,0.2106,0.18469,0.25538,0.4226,-0.0413,0.19168,-0.03006,1,0.7615,0.03972,26.584,0.01889,1.394,-0.0789,0.0,998770.77,k=-0.0 | sk=0.4 | TURB_PENALTY
2018-04-09,NO_TRADE,0.27,0,0.0,231.6,231.27,0.2106,0.2183,0.18469,0.25538,0.4226,-0.0413,0.20023,0.12303,1,0.7628,0.03972,26.584,0.01889,1.394,-0.0789,0.0,998770.77,VRP=+12.3% | k=-0.0 | sk=0.4 | TURB_PENALTY
2018-04-10,NO_TRADE,0.27,0,0.0,234.17,234.95,0.2183,0.1892,0.18469,0.25538,0.4226,-0.0413,0.20212,0.15396,1,0.7624,0.03972,26.584,0.01889,1.394,-0.0789,0.0,998770.77,VRP=+15.4% | k=-0.0 | sk=0.4 | TURB_PENALTY
2018-04-11,NO_TRADE,0.09,0,0.0,233.46,233.72,0.1892,0.1837,0.18469,0.25538,0.4226,-0.0413,0.20642,0.02384,1,0.7635,0.03972,26.584,0.01889,1.394,-0.0789,0.0,998770.77,k=-0.0 | sk=0.4 | TURB_PENALTY
2018-04-12,NO_TRADE,0.09,0,0.0,235.05,235.64,0.1837,0.1582,0.18469,0.25538,0.4226,-0.0413,0.20793,-0.00539,1,0.7577,0.03972,26.584,0.01889,1.394,-0.0789,0.0,998770.77,k=-0.0 | sk=0.4 | TURB_PENALTY
2018-04-13,NO_TRADE,0.15,0,0.0,236.95,234.95,0.1582,0.1436,0.167,0.23819,0.471,-0.0518,0.20882,-0.05559,1,0.6704,0.031755,26.2524,0.019043,1.3947,-0.0833,0.0,998770.77,k=-0.1 | sk=0.5
2018-04-16,NO_TRADE,0.15,0,0.0,236.59,236.88,0.1436,0.1457,0.167,0.23819,0.471,-0.0518,0.20881,-0.16292,1,0.6701,0.031755,26.2524,0.019043,1.3947,-0.0833,0.0,998770.77,k=-0.1 | sk=0.5
2018-04-17,NO_TRADE,0.15,0,0.0,238.65,239.42,0.1457,0.1335,0.167,0.23819,0.471,-0.0518,0.20934,-0.14616,1,0.6711,0.031755,26.2524,0.019043,1.3947,-0.0833,0.0,998770.77,k=-0.1 | sk=0.5
2018-04-18,NO_TRADE,0.15,0,0.0,239.86,239.59,0.1335,0.1264,0.167,0.23819,0.471,-0.0518,0.21037,-0.2509,1,0.6726,0.031755,26.2524,0.019043,1.3947,-0.0833,0.0,998770.77,k=-0.1 | sk=0.5
2018-04-19,NO_TRADE,0.15,0,0.0,238.94,238.26,0.1264,0.135,0.167,0.23819,0.471,-0.0518,0.21035,-0.32116,1,0.6726,0.031755,26.2524,0.019043,1.3947,-0.0833,0.0,998770.77,k=-0.1 | sk=0.5
2018-04-20,NO_TRADE,0.15,0,0.0,238.19,236.24,0.135,0.1423,0.14681,0.21751,0.473,-0.1168,0.20663,-0.08745,1,0.5787,0.024025,26.4266,0.019001,1.395,-0.0849,0.0,998770.77,k=-0.1 | sk=0.5
2018-04-23,NO_TRADE,0.15,0,0.0,236.82,236.21,0.1423,0.1444,0.14681,0.21751,0.473,-0.1168,0.2078,-0.03166,1,0.5789,0.024025,26.4266,0.019001,1.395,-0.0849,0.0,998770.77,k=-0.1 | sk=0.5
2018-04-24,NO_TRADE,0.15,0,0.0,237.24,233.03,0.1444,0.1717,0.14681,0.21751,0.473,-0.1168,0.20651,-0.01666,1,0.5798,0.024025,26.4266,0.019001,1.395,-0.0849,0.0,998770.77,k=-0.1 | sk=0.5
2018-04-25,SELL_SMALL,0.45,14,3981.08,232.97,233.6,0.1717,0.1671,0.14681,0.21751,0.473,-0.1168,0.20494,0.14499,1,0.5723,0.024025,26.4266,0.019001,1.395,-0.0849,719.04,999489.81,VRP=+14.5% | k=-0.1 | sk=0.5
2018-04-26,SELL_SMALL,0.45,12,3344.75,234.63,235.98,0.1671,0.1401,0.14681,0.21751,0.473,-0.1168,0.20032,0.12145,1,0.5657,0.024025,26.4266,0.019001,1.395,-0.0849,833.66,1000323.47,VRP=+12.1% | k=-0.1 | sk=0.5
2018-04-27,NO_TRADE,0.1,0,0.0,236.59,236.2,0.1401,0.1244,0.15181,0.22379,0.5274,0.0048,0.18126,-0.08359,1,0.5842,0.025632,26.2868,0.019128,1.3959,-0.0863,0.0,1000323.47,k=0.0
2018-04-30,NO_TRADE,0.1,0,0.0,236.82,234.38,0.1244,0.1445,0.15181,0.22379,0.5274,0.0048,0.17048,-0.22035,1,0.5842,0.025632,26.2868,0.019128,1.3959,-0.0863,0.0,1000323.47,k=0.0
2018-05-01,NO_TRADE,0.1,0,0.0,233.82,234.8,0.1445,0.137,0.15181,0.22379,0.5274,0.0048,0.16841,-0.0506,1,0.5878,0.025632,26.2868,0.019128,1.3959,-0.0863,0.0,1000323.47,k=0.0
2018-05-02,NO_TRADE,0.1,0,0.0,234.6,233.22,0.137,0.1453,0.15181,0.22379,0.5274,0.0048,0.16713,-0.10811,1,0.5845,0.025632,26.2868,0.019128,1.3959,-0.0863,0.0,1000323.47,k=0.0
2018-05-03,NO_TRADE,0.1,0,0.0,232.39,232.71,0.1453,0.1375,0.15181,0.22379,0.5274,0.0048,0.15041,-0.04481,1,0.5842,0.025632,26.2868,0.019128,1.3959,-0.0863,0.0,1000323.47,k=0.0
2018-05-04,NO_TRADE,0.15,0,0.0,231.73,235.72,0.1375,0.1186,0.14778,0.21881,0.4897,-0.2295,0.14012,-0.07476,1,0.5798,0.024806,26.4759,0.019054,1.3962,-0.0883,0.0,1000323.47,k=-0.2 | sk=0.5
2018-05-07,NO_TRADE,0.15,0,0.0,236.49,236.52,0.1186,0.1222,0.14778,0.21881,0.4897,-0.2295,0.13929,-0.24603,1,0.5829,0.024806,26.4759,0.019054,1.3962,-0.0883,0.0,1000323.47,k=-0.2 | sk=0.5
2018-05-08,NO_TRADE,0.15,0,0.0,236.15,236.52,0.1222,0.1198,0.14778,0.21881,0.4897,-0.2295,0.13878,-0.20932,1,0.5814,0.024806,26.4759,0.019054,1.3962,-0.0883,0.0,1000323.47,k=-0.2 | sk=0.5
2018-05-09,NO_TRADE,0.15,0,0.0,237.19,238.81,0.1198,0.1013,0.14778,0.21881,0.4897,-0.2295,0.12049,-0.23355,1,0.5749,0.024806,26.4759,0.019054,1.3962,-0.0883,0.0,1000323.47,k=-0.2 | sk=0.5
2018-05-10,NO_TRADE,0.15,0,0.0,239.55,241.04,0.1013,0.1043,0.14778,0.21881,0.4897,-0.2295,0.12045,-0.45883,1,0.5783,0.024806,26.4759,0.019054,1.3962,-0.0883,0.0,1000323.47,k=-0.2 | sk=0.5
2018-05-11,NO_TRADE,0.1,0,0.0,241.16,241.77,0.1043,0.0924,0.12127,0.19147,0.6585,0.0882,0.11594,-0.16274,0,0.4535,0.01545,26.5589,0.018994,1.3962,-0.0883,0.0,1000323.47,k=0.1
2018-05-14,NO_TRADE,0.1,0,0.0,242.21,241.89,0.0924,0.0992,0.12127,0.19147,0.6585,0.0882,0.11399,-0.31249,0,0.4533,0.01545,26.5589,0.018994,1.3962,-0.0883,0.0,1000323.47,k=0.1
2018-05-15,NO_TRADE,0.1,0,0.0,240.66,240.22,0.0992,0.1229,0.12127,0.19147,0.6585,0.0882,0.11374,-0.22252,0,0.4504,0.01545,26.5589,0.018994,1.3962,-0.0883,0.0,1000323.47,k=0.1
2018-05-16,NO_TRADE,0.25,0,0.0,240.26,241.23,0.1229,0.1036,0.12127,0.19147,0.6585,0.0882,0.11358,0.01323,0,0.4539,0.01545,26.5589,0.018994,1.3962,-0.0883,0.0,1000323.47,IV>4RV | k=0.1
2018-05-17,NO_TRADE,0.1,0,0.0,240.97,241.03,0.1036,0.1002,0.12127,0.19147,0.6585,0.0882,0.11168,-0.1706,0,0.4535,0.01545,26.5589,0.018994,1.3962,-0.0883,0.0,1000323.47,k=0.1
2018-05-18,NO_TRADE,0.1,0,0.0,240.68,240.43,0.1002,0.0948,0.11702,0.18591,0.686,0.109,0.11058,-0.16789,0,0.4352,0.014448,26.8957,0.018931,1.397,-0.0915,0.0,1000323.47,k=0.1
2018-05-21,NO_TRADE,0.1,0,0.0,241.92,242.23,0.0948,0.0937,0.11702,0.18591,0.686,0.109,0.11037,-0.23441,0,0.436,0.014448,26.8957,0.018931,1.397,-0.0915,0.0,1000323.47,k=0.1
2018-05-22,NO_TRADE,0.1,0,0.0,242.76,241.56,0.0937,0.0892,0.11702,0.18591,0.686,0.109,0.10966,-0.2489,0,0.438,0.014448,26.8957,0.018931,1.397,-0.0915,0.0,1000323.47,k=0.1
2018-05-23,NO_TRADE,0.1,0,0.0,240.28,242.23,0.0892,0.0806,0.11702,0.18591,0.686,0.109,0.10752,-0.31191,0,0.435,0.014448,26.8957,0.018931,1.397,-0.0915,0.0,1000323.47,k=0.1
2018-05-24,NO_TRADE,0.1,0,0.0,241.83,241.73,0.0806,0.0833,0.11702,0.18591,0.686,0.109,0.10727,-0.45189,0,0.4354,0.014448,26.8957,0.018931,1.397,-0.0915,0.0,1000323.47,k=0.1
2018-05-25,NO_TRADE,0.1,0,0.0,241.15,241.15,0.0833,0.0946,0.10338,0.17306,0.8347,0.3098,0.09587,-0.24104,0,0.3835,0.010671,26.6534,0.01898,1.3966,-0.0925,0.0,1000323.47,k=0.3
2018-05-29,NO_TRADE,0.1,0,0.0,239.52,238.38,0.0946,0.1524,0.10338,0.17306,0.8347,0.3098,0.09293,-0.09279,0,0.3892,0.010671,26.6534,0.01898,1.3966,-0.0925,0.0,1000323.47,k=0.3
2018-05-30,SELL_STRADDLE,0.7,106,27529.21,239.69,241.56,0.1524,0.1126,0.10338,0.17306,0.8347,0.3098,0.09564,0.32166,0,0.3923,0.010671,26.6534,0.01898,1.3966,-0.0925,4836.76,1005160.23,VRP=+32.2% | IV>5RV | k=0.3
2018-05-31,SELL_SMALL,0.55,14,2703.75,241.15,240.08,0.1126,0.1212,0.10338,0.17306,0.8347,0.3098,0.09738,0.0819,0,0.4035,0.010671,26.6534,0.01898,1.3966,-0.0925,281.18,1005441.41,VRP(w)=+8.2% | IV>5RV | k=0.3
2018-06-01,SELL_STRADDLE,0.7,60,12483.07,241.38,242.44,0.1212,0.0944,0.10338,0.17306,0.8347,0.3098,0.10302,0.14704,0,0.393,0.010671,26.6534,0.01898,1.3966,-0.0925,3668.22,1009109.63,VRP=+14.7% | IV>5RV | k=0.3
2018-06-04,NO_TRADE,0.1,0,0.0,243.26,243.59,0.0944,0.1002,0.11333,0.1811,0.6314,-0.0724,0.10699,-0.20056,0,0.4236,0.013087,27.0115,0.019016,1.4007,-0.0887,0.0,1009109.63,k=-0.1
2018-06-05,NO_TRADE,0.1,0,0.0,243.72,243.77,0.1002,0.0968,0.11333,0.1811,0.6314,-0.0724,0.10411,-0.13107,0,0.4227,0.013087,27.0115,0.019016,1.4007,-0.0887,0.0,1009109.63,k=-0.1
2018-06-06,NO_TRADE,0.1,0,0.0,244.38,245.81,0.0968,0.0903,0.11333,0.1811,0.6314,-0.0724,0.09817,-0.1708,0,0.4301,0.013087,27.0115,0.019016,1.4007,-0.0887,0.0,1009109.63,k=-0.1
2018-06-07,NO_TRADE,0.1,0,0.0,246.29,245.78,0.0903,0.099,0.11333,0.1811,0.6314,-0.0724,0.09216,-0.25507,0,0.4328,0.013087,27.0115,0.019016,1.4007,-0.0887,0.0,1009109.63,k=-0.1
2018-06-08,NO_TRADE,0.25,0,0.0,245.32,246.51,0.099,0.0956,0.11333,0.1811,0.6314,-0.0724,0.09185,-0.14478,0,0.4335,0.013087,27.0115,0.019016,1.4007,-0.0887,0.0,1009109.63,IV>4RV | k=-0.1
2018-06-11,NO_TRADE,0.1,0,0.0,246.73,246.83,0.0956,0.1053,0.1136,0.17986,0.6619,0.1246,0.09021,-0.18831,0,0.4399,0.013363,26.9271,0.019,1.4003,-0.0866,0.0,1009109.63,k=0.1
2018-06-12,SELL_SMALL,0.4,0,0.0,247.25,247.15,0.1053,0.1003,0.1136,0.17986,0.6619,0.1246,0.08839,-0.07885,0,0.4367,0.013363,26.9271,0.019,1.4003,-0.0866,0.0,1009109.63,IV>5RV | k=0.1
2018-06-13,SELL_SMALL,0.4,0,0.0,247.39,246.36,0.1003,0.1066,0.1136,0.17986,0.6619,0.1246,0.08754,-0.13263,0,0.4313,0.013363,26.9271,0.019,1.4003,-0.0866,0.0,1009109.63,IV>5RV | k=0.1
2018-06-14,SELL_SMALL,0.4,0,0.0,247.23,246.98,0.1066,0.0904,0.1136,0.17986,0.6619,0.1246,0.08752,-0.06569,0,0.4328,0.013363,26.9271,0.019,1.4003,-0.0866,0.0,1009109.63,IV>5RV | k=0.1
2018-06-15,NO_TRADE,0.1,0,0.0,246.2,246.67,0.0904,0.0884,0.1136,0.17986,0.6619,0.1246,0.0876,-0.25666,0,0.4329,0.013363,26.9271,0.019,1.4003,-0.0866,0.0,1009109.63,k=0.1
2018-06-18,NO_TRADE,0.25,0,0.0,245.21,246.16,0.0884,0.0969,0.10825,0.17683,0.7496,0.2045,0.08696,-0.22459,0,0.4145,0.011751,28.2278,0.018076,1.393,-0.0767,0.0,1009109.63,IV>4RV | k=0.2
2018-06-19,SELL_SMALL,0.4,0,0.0,243.88,245.22,0.0969,0.1097,0.10825,0.17683,0.7496,0.2045,0.08759,-0.11717,0,0.4134,0.011751,28.2278,0.018076,1.393,-0.0767,0.0,1009109.63,IV>5RV | k=0.2
2018-06-20,SELL_SMALL,0.4,1,191.86,245.9,245.64,0.1097,0.1016,0.10825,0.17683,0.7496,0.2045,0.08889,0.01318,0,0.4134,0.011751,28.2278,0.018076,1.393,-0.0767,60.3,1009169.93,IV>5RV | k=0.2
2018-06-21,SELL_SMALL,0.4,0,0.0,245.63,244.1,0.1016,0.1256,0.10825,0.17683,0.7496,0.2045,0.08816,-0.06549,0,0.4134,0.011751,28.2278,0.018076,1.393,-0.0767,0.0,1009169.93,IV>5RV | k=0.2
2018-06-22,SELL_STRADDLE,0.7,54,11833.88,245.36,244.54,0.1256,0.1016,0.10825,0.17683,0.7496,0.2045,0.08827,0.13811,0,0.4134,0.011751,28.2278,0.018076,1.393,-0.0767,4280.62,1013450.55,VRP=+13.8% | IV>5RV | k=0.2
2018-06-25,SELL_SMALL,0.4,0,0.0,243.38,241.21,0.1016,0.1568,0.11901,0.18526,0.6724,0.2759,0.08769,-0.17132,0,0.4581,0.014787,29.3943,0.017768,1.3888,-0.0778,0.0,1013450.55,IV>5RV | k=0.3
2018-06-26,SELL_STRADDLE,0.7,77,20753.98,241.78,241.75,0.1568,0.1316,0.11901,0.18526,0.6724,0.2759,0.09247,0.24103,0,0.4697,0.014787,29.3943,0.017768,1.3888,-0.0778,7629.04,1021079.59,VRP=+24.1% | IV>5RV | k=0.3
2018-06-27,SELL_SMALL,0.55,14,3174.78,242.33,239.74,0.1316,0.1591,0.11901,0.18526,0.6724,0.2759,0.09484,0.0957,0,0.4658,0.014787,29.3943,0.017768,1.3888,-0.0778,-893.6,1020185.99,VRP(w)=+9.6% | IV>5RV | k=0.3
2018-06-28,SELL_STRADDLE,0.7,81,21960.45,239.69,241.11,0.1591,0.1383,0.11901,0.18526,0.6724,0.2759,0.09611,0.252,0,0.4694,0.014787,29.3943,0.017768,1.3888,-0.0778,4256.22,1024442.21,VRP=+25.2% | IV>5RV | k=0.3
2018-06-29,SELL_STRADDLE,0.7,51,12147.15,242.21,241.46,0.1383,0.1293,0.11901,0.18526,0.6724,0.2759,0.09705,0.13951,0,0.4581,0.014787,29.3943,0.017768,1.3888,-0.0778,2786.51,1027228.72,VRP=+14.0% | IV>5RV | k=0.3
2018-07-02,SELL_SMALL,0.4,0,0.0,239.89,241.98,0.1293,0.1242,0.14138,0.20891,0.527,0.0646,0.08356,-0.09344,1,0.5612,0.02229,29.4094,0.018153,1.3802,-0.094,0.0,1027228.72,IV>5RV | k=0.1
2018-07-03,SELL_SMALL,0.4,0,0.0,242.88,241.12,0.1242,0.1317,0.14138,0.20891,0.527,0.0646,0.08183,-0.13834,1,0.5598,0.02229,29.4094,0.018153,1.3802,-0.094,0.0,1027228.72,IV>5RV | k=0.1
2018-07-05,SELL_SMALL,0.4,0,0.0,242.25,243.09,0.1317,0.1214,0.14138,0.20891,0.527,0.0646,0.08139,-0.07351,1,0.5495,0.02229,29.4094,0.018153,1.3802,-0.094,0.0,1027228.72,IV>5RV | k=0.1
2018-07-06,SELL_SMALL,0.4,0,0.0,243.12,245.15,0.1214,0.0949,0.14138,0.20891,0.527,0.0646,0.08278,-0.16459,1,0.5532,0.02229,29.4094,0.018153,1.3802,-0.094,0.0,1027228.72,IV>5RV | k=0.1
2018-07-09,NO_TRADE,0.25,0,0.0,246.15,247.35,0.0949,0.0879,0.14138,0.20891,0.527,0.0646,0.0858,-0.4898,1,0.5567,0.02229,29.4094,0.018153,1.3802,-0.094,0.0,1027228.72,IV>4RV | k=0.1
2018-07-10,NO_TRADE,0.25,0,0.0,247.81,248.24,0.0879,0.0866,0.10976,0.17775,0.7547,0.3503,0.08441,-0.24869,0,0.4152,0.011642,29.4491,0.018122,1.3799,-0.0955,0.0,1027228.72,IV>4RV | k=0.4
2018-07-11,NO_TRADE,0.1,0,0.0,246.69,246.43,0.0866,0.098,0.10976,0.17775,0.7547,0.3503,0.08541,-0.26743,0,0.4147,0.011642,29.4491,0.018122,1.3799,-0.0955,0.0,1027228.72,k=0.4
2018-07-12,NO_TRADE,0.25,0,0.0,247.69,248.66,0.098,0.086,0.10976,0.17775,0.7547,0.3503,0.08811,-0.12,0,0.4157,0.011642,29.4491,0.018122,1.3799,-0.0955,0.0,1027228.72,IV>4RV | k=0.4
2018-07-13,NO_TRADE,0.1,0,0.0,248.48,248.86,0.086,0.0807,0.10976,0.17775,0.7547,0.3503,0.09426,-0.27627,0,0.4136,0.011642,29.4491,0.018122,1.3799,-0.0955,0.0,1027228.72,k=0.4
2018-07-16,NO_TRADE,0.1,0,0.0,248.9,248.64,0.0807,0.095,0.10976,0.17775,0.7547,0.3503,0.09477,-0.36009,0,0.4127,0.011642,29.4491,0.018122,1.3799,-0.0955,0.0,1027228.72,k=0.4
2018-07-17,NO_TRADE,0.25,0,0.0,247.86,249.64,0.095,0.0856,0.11313,0.18001,0.6677,0.086,0.09444,-0.19085,0,0.4333,0.013225,29.5137,0.018136,1.3801,-0.0953,0.0,1027228.72,IV>4RV | k=0.1
2018-07-18,NO_TRADE,0.1,0,0.0,249.72,250.17,0.0856,0.0803,0.11313,0.18001,0.6677,0.086,0.09402,-0.32162,0,0.4348,0.013225,29.5137,0.018136,1.3801,-0.0953,0.0,1027228.72,k=0.1
2018-07-19,NO_TRADE,0.1,0,0.0,249.5,249.22,0.0803,0.0915,0.11313,0.18001,0.6677,0.086,0.09452,-0.40885,0,0.4339,0.013225,29.5137,0.018136,1.3801,-0.0953,0.0,1027228.72,k=0.1
2018-07-20,NO_TRADE,0.1,0,0.0,249.02,248.94,0.0915,0.0901,0.11313,0.18001,0.6677,0.086,0.09503,-0.2364,0,0.4343,0.013225,29.5137,0.018136,1.3801,-0.0953,0.0,1027228.72,k=0.1
2018-07-23,NO_TRADE,0.1,0,0.0,248.73,249.4,0.0901,0.0934,0.11313,0.18001,0.6677,0.086,0.09469,-0.25561,0,0.4332,0.013225,29.5137,0.018136,1.3801,-0.0953,0.0,1027228.72,k=0.1
2018-07-24,NO_TRADE,0.1,0,0.0,250.82,250.66,0.0934,0.0915,0.11302,0.17907,0.662,0.1082,0.09427,-0.21005,0,0.429,0.01286,29.5492,0.018137,1.3801,-0.0964,0.0,1027228.72,k=0.1
2018-07-25,NO_TRADE,0.1,0,0.0,250.41,252.79,0.0915,0.0927,0.11302,0.17907,0.662,0.1082,0.09275,-0.23517,0,0.4278,0.01286,29.5492,0.018137,1.3801,-0.0964,0.0,1027228.72,k=0.1
2018-07-26,NO_TRADE,0.1,0,0.0,252.07,252.2,0.0927,0.0907,0.11302,0.17907,0.662,0.1082,0.09597,-0.21919,0,0.4278,0.01286,29.5492,0.018137,1.3801,-0.0964,0.0,1027228.72,k=0.1
2018-07-27,NO_TRADE,0.1,0,0.0,252.53,250.49,0.0907,0.0959,0.11302,0.17907,0.662,0.1082,0.08088,-0.24607,0,0.4278,0.01286,29.5492,0.018137,1.3801,-0.0964,0.0,1027228.72,k=0.1
2018-07-30,SELL_SMALL,0.4,0,0.0,250.57,249.18,0.0959,0.1157,0.11302,0.17907,0.662,0.1082,0.0862,-0.1785,0,0.4278,0.01286,29.5492,0.018137,1.3801,-0.0964,0.0,1027228.72,IV>5RV | k=0.1
2018-07-31,SELL_SMALL,0.4,0,0.0,249.94,250.41,0.1157,0.0964,0.13131,0.20016,0.5749,-0.1429,0.08249,-0.13492,1,0.5021,0.018414,29.4873,0.018262,1.3801,-0.0991,0.0,1027228.72,IV>5RV | k=-0.1
2018-08-01,SELL_SMALL,0.4,0,0.0,250.61,249.99,0.0964,0.1029,0.13131,0.20016,0.5749,-0.1429,0.08209,-0.36214,1,0.5021,0.018414,29.4873,0.018262,1.3801,-0.0991,0.0,1027228.72,IV>5RV | k=-0.1
2018-08-02,SELL_SMALL,0.4,0,0.0,248.68,251.35,0.1029,0.0851,0.13131,0.20016,0.5749,-0.1429,0.08288,-0.27609,1,0.5021,0.018414,29.4873,0.018262,1.3801,-0.0991,0.0,1027228.72,IV>5RV | k=-0.1
2018-08-03,NO_TRADE,0.25,0,0.0,251.48,252.43,0.0851,0.0758,0.13131,0.20016,0.5749,-0.1429,0.0838,-0.54301,1,0.5023,0.018414,29.4873,0.018262,1.3801,-0.0991,0.0,1027228.72,IV>4RV | k=-0.1
2018-08-06,NO_TRADE,0.1,0,0.0,252.46,253.35,0.0758,0.0774,0.13131,0.20016,0.5749,-0.1429,0.0813,-0.73232,1,0.5037,0.018414,29.4873,0.018262,1.3801,-0.0991,0.0,1027228.72,k=-0.1
2018-08-07,NO_TRADE,0.1,0,0.0,254.02,254.19,0.0774,0.0713,0.10041,0.16583,0.845,0.4738,0.07834,-0.29734,0,0.385,0.009487,29.5954,0.018162,1.3802,-0.0984,0.0,1027228.72,k=0.5
2018-08-08,NO_TRADE,0.1,0,0.0,254.02,254.08,0.0713,0.0686,0.10041,0.16583,0.845,0.4738,0.07634,-0.40833,0,0.3828,0.009487,29.5954,0.018162,1.3802,-0.0984,0.0,1027228.72,k=0.5
2018-08-09,NO_TRADE,0.1,0,0.0,254.15,253.74,0.0686,0.0746,0.10041,0.16583,0.845,0.4738,0.07203,-0.46376,0,0.3828,0.009487,29.5954,0.018162,1.3802,-0.0984,0.0,1027228.72,k=0.5
2018-08-10,NO_TRADE,0.1,0,0.0,252.29,252.04,0.0746,0.1109,0.10041,0.16583,0.845,0.4738,0.07202,-0.34603,0,0.3828,0.009487,29.5954,0.018162,1.3802,-0.0984,0.0,1027228.72,k=0.5
2018-08-13,SELL_SMALL,0.55,16,3184.24,252.31,251.09,0.1109,0.1334,0.10041,0.16583,0.845,0.4738,0.07119,0.09455,0,0.3828,0.009487,29.5954,0.018162,1.3802,-0.0984,44.64,1027273.36,VRP(w)=+9.5% | IV>5RV | k=0.5
2018-08-14,SELL_SMALL,0.45,0,0.0,251.82,252.69,0.1334,0.1062,0.14557,0.21154,0.4634,-0.1916,0.06696,-0.09123,1,0.5693,0.023532,29.7399,0.0184,1.3821,-0.1041,0.0,1027273.36,IV>5RV | k=-0.2 | sk=0.5
2018-08-15,SELL_SMALL,0.45,0,0.0,251.34,250.81,0.1062,0.1301,0.14557,0.21154,0.4634,-0.1916,0.0699,-0.37071,1,0.5693,0.023532,29.7399,0.0184,1.3821,-0.1041,0.0,1027273.36,IV>5RV | k=-0.2 | sk=0.5
2018-08-16,SELL_SMALL,0.45,0,0.0,252.25,252.84,0.1301,0.1092,0.14557,0.21154,0.4634,-0.1916,0.07508,-0.11891,1,0.5693,0.023532,29.7399,0.0184,1.3821,-0.1041,0.0,1027273.36,IV>5RV | k=-0.2 | sk=0.5
2018-08-17,SELL_SMALL,0.45,0,0.0,252.63,253.73,0.1092,0.0957,0.14557,0.21154,0.4634,-0.1916,0.07857,-0.33306,1,0.5693,0.023532,29.7399,0.0184,1.3821,-0.1041,0.0,1027273.36,IV>5RV | k=-0.2 | sk=0.5
