date,trade,conf,n,risk_usd,spot_in,spot_out,iv_in,iv_out,fc_mean,fc_p95,fc_skew,fc_kurt,rv_cons,vrp_pct,regime,prob_turb,pnl,capital,reason
2023-05-25,SELL_STRADDLE,0.7,36,18199.69,400.2,400.11,0.1777,0.1646,0.13416,0.22956,1.0187,2.2178,0.1194,0.24503,0,0.121,5214.77,1019334.65,VRP=+24.5% | IV>5RV | k=2.2
2023-05-26,SELL_STRADDLE,0.7,29,13600.11,400.77,405.29,0.1646,0.1524,0.13416,0.22956,1.0187,2.2178,0.1213,0.18495,0,0.121,-1038.62,1018296.03,VRP=+18.5% | IV>5RV | k=2.2
2023-05-30,SELL_SMALL,0.55,6,2647.45,407.23,405.45,0.1524,0.1451,0.13781,0.23823,0.8812,1.3857,0.12151,0.09576,0,0.3081,609.2,1018905.23,VRP(w)=+9.6% | IV>5RV | k=1.4
2023-05-31,SELL_SMALL,0.55,3,1249.18,403.61,403.2,0.1451,0.1485,0.13781,0.23823,0.8812,1.3857,0.12036,0.05026,0,0.3081,277.08,1019182.31,VRP(w)=+5.0% | IV>5RV | k=1.4
2023-06-01,SELL_SMALL,0.55,5,2129.73,403.43,407.03,0.1485,0.1198,0.13781,0.23823,0.8812,1.3857,0.12148,0.07201,0,0.3081,119.69,1019302.0,VRP(w)=+7.2% | IV>5RV | k=1.4
2023-06-02,NO_TRADE,0.1,0,0.0,409.61,412.91,0.1198,0.1074,0.13781,0.23823,0.8812,1.3857,0.12354,-0.15031,0,0.3081,0.0,1019302.0,k=1.4
2023-06-05,NO_TRADE,0.1,0,0.0,413.26,412.12,0.1074,0.1214,0.13781,0.23823,0.8812,1.3857,0.12045,-0.28312,0,0.3081,0.0,1019302.0,k=1.4
2023-06-06,NO_TRADE,0.1,0,0.0,411.71,413.02,0.1214,0.1183,0.15211,0.25523,0.6362,0.9021,0.11725,-0.25296,0,0.3343,0.0,1019302.0,k=0.9
2023-06-07,NO_TRADE,0.1,0,0.0,413.42,411.59,0.1183,0.1186,0.15211,0.25523,0.6362,0.9021,0.11577,-0.28579,0,0.3343,0.0,1019302.0,k=0.9
2023-06-08,SELL_SMALL,0.4,0,0.0,411.66,414.08,0.1186,0.1159,0.15211,0.25523,0.6362,0.9021,0.11145,-0.28254,0,0.3343,0.0,1019302.0,IV>5RV | k=0.9
2023-06-09,NO_TRADE,0.25,0,0.0,414.88,414.83,0.1159,0.1129,0.15211,0.25523,0.6362,0.9021,0.11197,-0.31241,0,0.3343,0.0,1019302.0,IV>4RV | k=0.9
2023-06-12,NO_TRADE,0.25,0,0.0,415.81,418.59,0.1129,0.1335,0.15211,0.25523,0.6362,0.9021,0.11157,-0.34729,0,0.3343,0.0,1019302.0,IV>4RV | k=0.9
2023-06-13,SELL_STRADDLE,0.7,20,7974.9,420.06,421.35,0.1335,0.124,0.11945,0.20382,0.9451,1.6527,0.10489,0.10524,0,0.0732,2154.15,1021456.15,VRP=+10.5% | IV>5RV | k=1.7
2023-06-14,SELL_SMALL,0.4,2,743.68,421.69,421.85,0.124,0.1071,0.11945,0.20382,0.9451,1.6527,0.10408,0.03669,0,0.0732,116.43,1021572.58,IV>5RV | k=1.7
2023-06-15,NO_TRADE,0.1,0,0.0,421.03,427.08,0.1071,0.1158,0.11945,0.20382,0.9451,1.6527,0.1044,-0.11532,0,0.0732,0.0,1021572.58,k=1.7
2023-06-16,NO_TRADE,0.1,0,0.0,429.07,425.63,0.1158,0.0933,0.11945,0.20382,0.9451,1.6527,0.10695,-0.03152,0,0.0732,0.0,1021572.58,k=1.7
2023-06-20,NO_TRADE,0.1,0,0.0,423.68,423.42,0.0933,0.1092,0.11945,0.20382,0.9451,1.6527,0.10769,-0.28028,0,0.0732,0.0,1021572.58,k=1.7
2023-06-21,NO_TRADE,0.1,0,0.0,422.43,421.25,0.1092,0.1003,0.10911,0.17962,1.003,2.3354,0.10721,0.00084,0,0.0588,0.0,1021572.58,k=2.3
